`id_pnts`,`id_sps`,`exam_priority`,`subject`,`points`
28315,12148,2,Обществознание,83
28316,12148,3,"Русский язык",78
28317,12149,2,Обществознание,45
28318,12149,3,"Русский язык",43
28319,12149,4,"Индивидуальное достижение",5
28320,12150,2,Обществознание,55
28321,12150,3,"Русский язык",61
28322,12151,2,Обществознание,62
28323,12151,3,"Русский язык",72
28324,12154,2,Обществознание,68
28325,12154,3,"Русский язык",73
28326,12154,4,"Индивидуальное достижение",5
28327,12155,2,Литература,73
28328,12155,3,"Русский язык",77
28329,12157,2,Литература,57
28330,12157,3,"Русский язык",69
28331,12158,2,Литература,51
28332,12158,3,"Русский язык",75
28333,12163,2,Биология,0
28334,12163,3,"Русский язык",60
28335,12163,4,"Индивидуальное достижение",5
28336,12169,4,"Индивидуальное достижение",5
28337,12172,4,"Индивидуальное достижение",5
28338,12181,1,Литература,51
28339,12181,2,Обществознание,59
28340,12181,3,"Русский язык",70
28341,12182,1,Литература,52
28342,12182,2,Обществознание,62
28343,12182,3,"Русский язык",69
28344,12184,1,Литература,54
28345,12184,2,Обществознание,45
28346,12184,3,"Русский язык",63
28347,12185,2,Обществознание,0
28348,12185,3,"Русский язык",60
28349,12187,1,Литература,60
28350,12187,2,Обществознание,60
28351,12187,3,"Русский язык",73
28352,12188,1,Литература,50
28353,12188,2,Обществознание,73
28354,12188,3,"Русский язык",78
28355,12189,1,Литература,47
28356,12189,2,Обществознание,56
28357,12189,3,"Русский язык",85
28358,12190,4,"Индивидуальное достижение",5
28359,12191,1,Литература,57
28360,12191,2,Обществознание,66
28361,12191,3,"Русский язык",58
28362,12194,1,Литература,63
28363,12194,2,Обществознание,57
28364,12194,3,"Русский язык",70
28365,12197,1,Литература,60
28366,12197,2,Обществознание,67
28367,12197,3,"Русский язык",66
28368,12197,4,"Индивидуальное достижение",5
28369,12198,1,Литература,58
28370,12198,2,Обществознание,56
28371,12198,3,"Русский язык",66
28372,12199,1,Литература,47
28373,12199,2,Обществознание,62
28374,12199,3,"Русский язык",72
28375,12202,2,"Индивидуальное достижение",5
28376,12203,2,"Индивидуальное достижение",8
28377,12204,2,"Индивидуальное достижение",3
28378,12207,1,Математика,70
28379,12207,2,"Английский язык",68
28380,12207,3,"Русский язык",70
28381,12208,2,Обществознание,47
28382,12208,3,"Русский язык",52
28383,12209,1,Математика,64
28384,12209,2,Обществознание,75
28385,12209,3,"Русский язык",81
28386,12210,1,Математика,52
28387,12210,2,Обществознание,48
28388,12210,3,"Русский язык",49
28389,12211,1,Математика,78
28390,12211,2,Обществознание,75
28391,12211,3,"Русский язык",78
28392,12211,4,"Индивидуальное достижение",5
28393,12212,1,Математика,46
28394,12212,2,Обществознание,47
28395,12212,3,"Русский язык",63
28396,12213,1,Математика,74
28397,12213,2,Обществознание,81
28398,12213,3,"Русский язык",73
28399,12214,1,Математика,72
28400,12214,2,Обществознание,64
28401,12214,3,"Русский язык",64
28402,12215,1,Математика,70
28403,12215,2,Обществознание,59
28404,12215,3,"Русский язык",73
28405,12216,1,Математика,58
28406,12216,2,Обществознание,55
28407,12216,3,"Русский язык",63
28408,12217,3,"Русский язык",91
28409,12219,1,Математика,52
28410,12219,2,Обществознание,49
28411,12219,3,"Русский язык",55
28412,12220,1,Математика,72
28413,12220,2,Обществознание,57
28414,12220,3,"Русский язык",64
28415,12221,1,Математика,40
28416,12221,2,Обществознание,59
28417,12221,3,"Русский язык",60
28418,12222,1,Математика,72
28419,12222,2,Обществознание,72
28420,12222,3,"Русский язык",70
28421,12223,1,Математика,40
28422,12223,2,Обществознание,56
28423,12223,3,"Русский язык",61
28424,12224,1,Математика,74
28425,12224,2,"Английский язык",75
28426,12224,3,"Русский язык",81
28427,12225,1,Математика,64
28428,12225,2,Обществознание,56
28429,12225,3,"Русский язык",54
28430,12226,1,Математика,80
28431,12226,2,Обществознание,68
28432,12226,3,"Русский язык",81
28433,12227,1,Математика,46
28434,12227,2,Обществознание,45
28435,12227,3,"Русский язык",57
28436,12229,1,Математика,76
28437,12229,2,"Английский язык",79
28438,12229,3,"Русский язык",85
28439,12230,1,Математика,78
28440,12230,2,Обществознание,71
28441,12230,3,"Русский язык",81
28442,12231,1,Математика,74
28443,12231,2,Обществознание,63
28444,12231,3,"Русский язык",75
28445,12232,1,Математика,78
28446,12232,2,Обществознание,73
28447,12232,3,"Русский язык",69
28448,12232,4,"Индивидуальное достижение",5
28449,12233,1,Математика,46
28450,12233,2,Обществознание,47
28451,12233,3,"Русский язык",45
28452,12234,4,"Индивидуальное достижение",5
28453,12235,1,Математика,76
28454,12235,2,Обществознание,66
28455,12235,3,"Русский язык",72
28456,12236,1,Математика,46
28457,12236,2,Обществознание,60
28458,12236,3,"Русский язык",58
28459,12237,1,Математика,80
28460,12237,2,"Английский язык",69
28461,12237,3,"Русский язык",72
28462,12238,1,Математика,64
28463,12238,2,Обществознание,49
28464,12238,3,"Русский язык",61
28465,12239,1,Математика,0
28466,12239,2,Обществознание,0
28467,12239,3,"Русский язык",63
28468,12240,1,Математика,0
28469,12240,2,Обществознание,47
28470,12240,3,"Русский язык",64
28471,12241,1,Математика,46
28472,12241,2,Обществознание,45
28473,12241,3,"Русский язык",72
28474,12244,1,Математика,52
28475,12244,2,Обществознание,56
28476,12244,3,"Русский язык",67
28477,12245,4,"Индивидуальное достижение",5
28478,12246,1,Математика,74
28479,12246,2,Обществознание,81
28480,12246,3,"Русский язык",78
28481,12246,4,"Индивидуальное достижение",5
28482,12247,1,Математика,46
28483,12247,2,Обществознание,56
28484,12247,3,"Русский язык",67
28485,12248,1,Математика,82
28486,12248,2,Обществознание,71
28487,12248,3,"Русский язык",81
28488,12248,4,"Индивидуальное достижение",5
28489,12249,4,"Индивидуальное достижение",5
28490,12250,1,Математика,58
28491,12250,2,Обществознание,51
28492,12250,3,"Русский язык",66
28493,12251,1,Математика,72
28494,12251,2,Обществознание,59
28495,12251,3,"Русский язык",61
28496,12252,1,Математика,64
28497,12252,2,Обществознание,51
28498,12252,3,"Русский язык",51
28499,12253,1,Математика,86
28500,12253,2,Обществознание,75
28501,12253,3,"Русский язык",89
28502,12254,1,Математика,52
28503,12254,2,Обществознание,77
28504,12254,3,"Русский язык",83
28505,12255,1,Математика,76
28506,12255,2,"Английский язык",79
28507,12255,3,"Русский язык",75
28508,12256,1,Математика,76
28509,12256,2,История,68
28510,12256,3,"Русский язык",63
28511,12257,1,Математика,58
28512,12257,2,История,84
28513,12257,3,"Русский язык",83
28514,12258,1,Математика,52
28515,12258,2,Обществознание,55
28516,12258,3,"Русский язык",64
28517,12259,1,Математика,46
28518,12259,2,Обществознание,60
28519,12259,3,"Русский язык",60
28520,12261,1,Математика,40
28521,12261,2,Обществознание,52
28522,12261,3,"Русский язык",69
28523,12262,1,Математика,74
28524,12262,2,Обществознание,81
28525,12262,3,"Русский язык",78
28526,12263,1,Математика,78
28527,12263,2,Обществознание,75
28528,12263,3,"Русский язык",73
28529,12263,4,"Индивидуальное достижение",5
28530,12264,1,Математика,72
28531,12264,2,Обществознание,51
28532,12264,3,"Русский язык",69
28533,12265,3,"Русский язык",78
28534,12265,4,"Индивидуальное достижение",5
28535,12266,1,Математика,52
28536,12266,2,Обществознание,57
28537,12266,3,"Русский язык",69
28538,12267,1,Математика,76
28539,12267,2,Обществознание,81
28540,12267,3,"Русский язык",81
28541,12267,4,"Индивидуальное достижение",5
28542,12269,1,Математика,76
28543,12269,2,Обществознание,67
28544,12269,3,"Русский язык",57
28545,12270,1,Математика,64
28546,12270,2,Обществознание,57
28547,12270,3,"Русский язык",73
28548,12272,1,Математика,52
28549,12272,2,Обществознание,64
28550,12272,3,"Русский язык",48
28551,12274,4,"Индивидуальное достижение",5
28552,12275,1,Математика,84
28553,12275,2,История,87
28554,12275,3,"Русский язык",78
28555,12276,1,Математика,80
28556,12276,2,Обществознание,57
28557,12276,3,"Русский язык",61
28558,12277,1,Математика,52
28559,12277,2,Обществознание,53
28560,12277,3,"Русский язык",67
28561,12278,1,Математика,72
28562,12278,2,Обществознание,0
28563,12278,3,"Русский язык",46
28564,12279,1,Математика,52
28565,12279,2,Обществознание,73
28566,12279,3,"Русский язык",70
28567,12280,1,Математика,78
28568,12280,2,Обществознание,96
28569,12280,3,"Русский язык",91
28570,12280,4,"Индивидуальное достижение",5
28571,12281,1,Математика,70
28572,12281,2,Обществознание,59
28573,12281,3,"Русский язык",60
28574,12282,1,Математика,70
28575,12282,2,Обществознание,73
28576,12282,3,"Русский язык",86
28577,12282,4,"Индивидуальное достижение",5
28578,12283,1,Математика,80
28579,12283,2,Обществознание,70
28580,12283,3,"Русский язык",94
28581,12284,1,Математика,46
28582,12284,2,Обществознание,63
28583,12284,3,"Русский язык",70
28584,12285,1,Математика,74
28585,12285,2,Обществознание,72
28586,12285,3,"Русский язык",69
28587,12286,1,Математика,72
28588,12286,2,Обществознание,66
28589,12286,3,"Русский язык",51
28590,12287,1,Математика,84
28591,12287,2,Обществознание,57
28592,12287,3,"Русский язык",81
28593,12287,4,"Индивидуальное достижение",5
28594,12288,1,Математика,58
28595,12288,2,Обществознание,49
28596,12288,3,"Русский язык",48
28597,12289,1,Математика,58
28598,12289,2,Обществознание,66
28599,12289,3,"Русский язык",73
28600,12291,1,Математика,58
28601,12291,2,Обществознание,71
28602,12291,3,"Русский язык",72
28603,12292,1,Математика,64
28604,12292,2,Обществознание,68
28605,12292,3,"Русский язык",75
28606,12293,1,Математика,58
28607,12293,2,Обществознание,45
28608,12293,3,"Русский язык",63
28609,12294,1,Математика,46
28610,12294,2,Обществознание,63
28611,12294,3,"Русский язык",83
28612,12294,4,"Индивидуальное достижение",5
28613,12295,1,Математика,58
28614,12295,2,Обществознание,60
28615,12295,3,"Русский язык",66
28616,12296,1,Математика,70
28617,12296,2,Обществознание,77
28618,12296,3,"Русский язык",66
28619,12297,1,Математика,82
28620,12297,2,Обществознание,88
28621,12297,3,"Русский язык",97
28622,12298,1,Математика,58
28623,12298,2,Обществознание,55
28624,12298,3,"Русский язык",70
28625,12299,1,Математика,74
28626,12299,2,Обществознание,64
28627,12299,3,"Русский язык",78
28628,12300,1,Математика,82
28629,12300,2,Обществознание,79
28630,12300,3,"Русский язык",81
28631,12300,4,"Индивидуальное достижение",5
28632,12301,1,Математика,70
28633,12301,2,Обществознание,88
28634,12301,3,"Русский язык",75
28635,12302,1,Математика,70
28636,12302,2,Обществознание,85
28637,12302,3,"Русский язык",86
28638,12303,1,Математика,46
28639,12303,2,Обществознание,48
28640,12303,3,"Русский язык",61
28641,12304,1,Математика,70
28642,12304,2,Обществознание,57
28643,12304,3,"Русский язык",75
28644,12305,1,Математика,70
28645,12305,2,Обществознание,47
28646,12305,3,"Русский язык",58
28647,12306,1,Математика,40
28648,12306,2,Обществознание,64
28649,12306,3,"Русский язык",72
28650,12307,1,Математика,86
28651,12307,2,Обществознание,90
28652,12307,3,"Русский язык",89
28653,12308,1,Математика,76
28654,12308,2,Обществознание,62
28655,12308,3,"Русский язык",64
28656,12309,1,Математика,52
28657,12309,2,Обществознание,49
28658,12309,3,"Русский язык",46
28659,12310,1,Математика,72
28660,12310,2,Обществознание,55
28661,12310,3,"Русский язык",54
28662,12311,1,Математика,74
28663,12311,2,Обществознание,59
28664,12311,3,"Русский язык",61
28665,12312,1,Математика,70
28666,12312,2,Обществознание,59
28667,12312,3,"Русский язык",67
28668,12313,1,Математика,64
28669,12313,2,История,80
28670,12313,3,"Русский язык",78
28671,12314,2,Обществознание,67
28672,12314,3,"Русский язык",66
28673,12315,1,Математика,40
28674,12315,2,Обществознание,60
28675,12315,3,"Русский язык",43
28676,12316,1,Математика,70
28677,12316,2,Обществознание,67
28678,12316,3,"Русский язык",60
28679,12317,2,"Индивидуальное достижение",3
28680,12332,1,Химия,66
28681,12332,2,Биология,48
28682,12332,3,"Русский язык",70
28683,12333,1,Химия,0
28684,12333,2,Биология,43
28685,12333,3,"Русский язык",61
28686,12334,1,Химия,56
28687,12334,2,Биология,73
28688,12334,3,"Русский язык",64
28689,12334,4,"Индивидуальное достижение",5
28690,12335,1,Химия,44
28691,12335,2,Биология,41
28692,12335,3,"Русский язык",64
28693,12336,1,Химия,44
28694,12336,2,Биология,71
28695,12336,3,"Русский язык",73
28696,12338,1,Химия,90
28697,12338,2,Математика,88
28698,12338,3,"Русский язык",75
28699,12339,1,Химия,52
28700,12339,2,Биология,48
28701,12339,3,"Русский язык",70
28702,12340,1,Химия,90
28703,12340,2,Математика,84
28704,12340,3,"Русский язык",97
28705,12341,1,Химия,66
28706,12341,2,Биология,65
28707,12341,3,"Русский язык",52
28708,12342,1,Химия,56
28709,12342,2,Биология,51
28710,12342,3,"Русский язык",81
28711,12343,1,Химия,74
28712,12343,2,Биология,53
28713,12343,3,"Русский язык",73
28714,12344,1,Химия,97
28715,12344,2,Математика,82
28716,12344,3,"Русский язык",97
28717,12345,1,Химия,84
28718,12345,2,Биология,56
28719,12345,3,"Русский язык",66
28720,12347,1,Химия,64
28721,12347,2,Математика,46
28722,12347,3,"Русский язык",66
28723,12348,1,Химия,91
28724,12348,2,Математика,82
28725,12348,3,"Русский язык",91
28726,12351,1,Химия,65
28727,12351,2,Биология,63
28728,12351,3,"Русский язык",64
28729,12352,1,Химия,57
28730,12352,2,Биология,63
28731,12352,3,"Русский язык",60
28732,12353,1,Химия,88
28733,12353,2,Биология,93
28734,12353,3,"Русский язык",75
28735,12353,4,"Индивидуальное достижение",5
28736,12354,1,Химия,70
28737,12354,2,Биология,75
28738,12354,3,"Русский язык",81
28739,12355,1,Химия,43
28740,12355,2,Биология,40
28741,12355,3,"Русский язык",45
28742,12356,1,Химия,47
28743,12356,2,Биология,50
28744,12356,3,"Русский язык",58
28745,12357,1,Химия,71
28746,12357,2,Биология,60
28747,12357,3,"Русский язык",75
28748,12359,1,Химия,77
28749,12359,2,Биология,74
28750,12359,3,"Русский язык",81
28751,12360,1,Химия,78
28752,12360,2,Математика,64
28753,12360,3,"Русский язык",75
28754,12361,1,Химия,69
28755,12361,2,Математика,72
28756,12361,3,"Русский язык",83
28757,12362,1,Химия,0
28758,12362,2,Биология,46
28759,12362,3,"Русский язык",61
28760,12363,1,Химия,65
28761,12363,2,Биология,70
28762,12363,3,"Русский язык",63
28763,12363,4,"Индивидуальное достижение",5
28764,12364,1,Химия,86
28765,12364,2,Биология,78
28766,12364,3,"Русский язык",89
28767,12364,4,"Индивидуальное достижение",5
28768,12365,1,Химия,74
28769,12365,2,Биология,83
28770,12365,3,"Русский язык",83
28771,12365,4,"Индивидуальное достижение",5
28772,12366,1,Химия,88
28773,12366,2,Биология,60
28774,12366,3,"Русский язык",60
28775,12367,1,Химия,47
28776,12367,2,Биология,56
28777,12367,3,"Русский язык",83
28778,12368,1,Химия,100
28779,12368,2,Биология,96
28780,12368,3,"Русский язык",97
28781,12368,4,"Индивидуальное достижение",5
28782,12369,1,Химия,60
28783,12369,2,Биология,66
28784,12369,3,"Русский язык",72
28785,12369,4,"Индивидуальное достижение",5
28786,12372,1,Химия,66
28787,12372,2,Биология,61
28788,12372,3,"Русский язык",61
28789,12373,1,Химия,78
28790,12373,2,Биология,66
28791,12373,3,"Русский язык",72
28792,12374,1,Химия,58
28793,12374,2,Математика,58
28794,12374,3,"Русский язык",63
28795,12375,1,Химия,93
28796,12375,2,Математика,94
28797,12375,3,"Русский язык",91
28798,12376,1,Химия,46
28799,12376,2,Математика,78
28800,12376,3,"Русский язык",81
28801,12376,4,"Индивидуальное достижение",5
28802,12377,1,Химия,79
28803,12377,2,Биология,74
28804,12377,3,"Русский язык",78
28805,12378,4,"Индивидуальное достижение",5
28806,12379,1,Химия,95
28807,12379,2,Биология,90
28808,12379,3,"Русский язык",81
28809,12380,1,Химия,47
28810,12380,2,Математика,52
28811,12380,3,"Русский язык",63
28812,12381,1,Химия,84
28813,12381,2,Биология,86
28814,12381,3,"Русский язык",91
28815,12382,1,Химия,60
28816,12382,2,Математика,52
28817,12382,3,"Русский язык",63
28818,12384,1,Химия,93
28819,12384,2,Биология,77
28820,12384,3,"Русский язык",78
28821,12384,4,"Индивидуальное достижение",5
28822,12385,1,Химия,64
28823,12385,2,Математика,84
28824,12385,3,"Русский язык",61
28825,12386,1,Химия,74
28826,12386,2,Биология,56
28827,12386,3,"Русский язык",61
28828,12387,1,Химия,58
28829,12387,2,Биология,76
28830,12387,3,"Русский язык",70
28831,12388,1,Химия,66
28832,12389,1,Химия,64
28833,12389,2,Математика,72
28834,12389,3,"Русский язык",66
28835,12390,1,Химия,84
28836,12390,2,Биология,88
28837,12390,3,"Русский язык",83
28838,12391,1,Химия,70
28839,12391,2,Биология,71
28840,12391,3,"Русский язык",89
28841,12391,4,"Индивидуальное достижение",5
28842,12394,1,Химия,39
28843,12394,2,Математика,64
28844,12394,3,"Русский язык",61
28845,12395,1,Химия,74
28846,12395,2,Математика,72
28847,12395,3,"Русский язык",72
28848,12396,1,Химия,79
28849,12396,2,Биология,81
28850,12396,3,"Русский язык",94
28851,12397,1,Химия,78
28852,12397,2,Биология,90
28853,12397,3,"Русский язык",75
28854,12398,1,Химия,86
28855,12398,2,Биология,63
28856,12398,3,"Русский язык",66
28857,12399,1,Химия,39
28858,12399,2,Биология,43
28859,12399,3,"Русский язык",54
28860,12400,1,Химия,39
28861,12400,2,Биология,73
28862,12400,3,"Русский язык",64
28863,12401,1,Химия,44
28864,12401,2,Математика,64
28865,12401,3,"Русский язык",63
28866,12402,1,Химия,56
28867,12402,2,Биология,56
28868,12402,3,"Русский язык",69
28869,12403,1,Химия,58
28870,12403,2,Биология,66
28871,12403,3,"Русский язык",83
28872,12404,1,Химия,80
28873,12404,2,Биология,76
28874,12404,3,"Русский язык",78
28875,12404,4,"Индивидуальное достижение",5
28876,12405,1,Химия,60
28877,12405,2,Биология,51
28878,12405,3,"Русский язык",61
28879,12406,1,Химия,93
28880,12406,2,Математика,84
28881,12406,3,"Русский язык",97
28882,12407,4,"Индивидуальное достижение",5
28883,12408,1,Химия,86
28884,12408,2,Математика,76
28885,12408,3,"Русский язык",89
28886,12409,1,Химия,70
28887,12409,2,Биология,79
28888,12409,3,"Русский язык",75
28889,12410,1,Химия,80
28890,12410,2,Биология,74
28891,12410,3,"Русский язык",86
28892,12411,1,Химия,62
28893,12411,2,Биология,68
28894,12411,3,"Русский язык",67
28895,12411,4,"Индивидуальное достижение",5
28896,12412,1,Химия,91
28897,12412,2,Биология,90
28898,12412,3,"Русский язык",91
28899,12413,1,Химия,80
28900,12413,2,Биология,75
28901,12413,3,"Русский язык",75
28902,12414,1,Химия,74
28903,12414,2,Математика,74
28904,12414,3,"Русский язык",91
28905,12414,4,"Индивидуальное достижение",5
28906,12415,4,"Индивидуальное достижение",5
28907,12416,1,Химия,65
28908,12416,2,Биология,66
28909,12416,3,"Русский язык",54
28910,12417,1,Химия,40
28911,12417,2,Биология,55
28912,12417,3,"Русский язык",69
28913,12418,1,Химия,69
28914,12418,2,Биология,83
28915,12418,3,"Русский язык",73
28916,12419,1,Химия,73
28917,12419,2,Биология,76
28918,12419,3,"Русский язык",70
28919,12419,4,"Индивидуальное достижение",5
28920,12420,1,Химия,48
28921,12420,2,Математика,40
28922,12420,3,"Русский язык",60
28923,12421,1,Химия,75
28924,12421,2,Биология,61
28925,12421,3,"Русский язык",63
28926,12422,1,Химия,79
28927,12422,2,Биология,66
28928,12422,3,"Русский язык",72
28929,12422,4,"Индивидуальное достижение",5
28930,12424,1,Химия,47
28931,12424,2,Биология,45
28932,12424,3,"Русский язык",72
28933,12425,1,Химия,84
28934,12425,2,Математика,74
28935,12425,3,"Русский язык",75
28936,12426,1,Химия,95
28937,12426,2,Биология,85
28938,12426,3,"Русский язык",78
28939,12426,4,"Индивидуальное достижение",5
28940,12427,1,Химия,40
28941,12427,2,Биология,70
28942,12427,3,"Русский язык",81
28943,12428,1,Химия,74
28944,12428,2,Биология,72
28945,12428,3,"Русский язык",69
28946,12429,1,Химия,91
28947,12429,2,Математика,78
28948,12429,3,"Русский язык",89
28949,12430,1,Химия,75
28950,12431,1,Химия,75
28951,12431,2,Математика,58
28952,12431,3,"Русский язык",55
28953,12434,1,Химия,86
28954,12434,2,Математика,82
28955,12434,3,"Русский язык",75
28956,12435,1,Химия,74
28957,12435,2,Математика,76
28958,12435,3,"Русский язык",75
28959,12436,1,Химия,64
28960,12436,2,Биология,46
28961,12436,3,"Русский язык",69
28962,12437,1,Химия,88
28963,12437,2,Биология,71
28964,12437,3,"Русский язык",73
28965,12438,1,Химия,80
28966,12438,2,Биология,76
28967,12438,3,"Русский язык",72
28968,12440,1,Химия,70
28969,12440,2,Математика,78
28970,12440,3,"Русский язык",70
28971,12440,4,"Индивидуальное достижение",5
28972,12441,1,Химия,86
28973,12441,2,Биология,75
28974,12441,3,"Русский язык",58
28975,12442,1,Химия,84
28976,12442,2,Биология,77
28977,12442,3,"Русский язык",81
28978,12444,1,Химия,69
28979,12444,2,Биология,43
28980,12444,3,"Русский язык",55
28981,12445,1,Химия,60
28982,12445,2,Биология,45
28983,12445,3,"Русский язык",49
28984,12446,1,Химия,43
28985,12446,2,Биология,55
28986,12446,3,"Русский язык",66
28987,12447,1,Химия,84
28988,12447,2,Биология,65
28989,12447,3,"Русский язык",64
28990,12448,1,Химия,51
28991,12448,2,Биология,70
28992,12448,3,"Русский язык",72
28993,12448,4,"Индивидуальное достижение",5
28994,12449,1,Химия,84
28995,12449,2,Математика,52
28996,12449,3,"Русский язык",67
28997,12450,1,Химия,91
28998,12450,2,Математика,84
28999,12450,3,"Русский язык",94
29000,12450,4,"Индивидуальное достижение",5
29001,12451,1,Химия,58
29002,12451,2,Математика,64
29003,12451,3,"Русский язык",69
29004,12452,1,Химия,88
29005,12452,2,Биология,83
29006,12452,3,"Русский язык",89
29007,12452,4,"Индивидуальное достижение",5
29008,12453,1,Химия,60
29009,12453,2,Математика,64
29010,12453,3,"Русский язык",64
29011,12454,1,Химия,64
29012,12454,2,Математика,76
29013,12454,3,"Русский язык",72
29014,12454,4,"Индивидуальное достижение",5
29015,12455,1,Химия,82
29016,12455,2,Биология,74
29017,12455,3,"Русский язык",64
29018,12456,1,Химия,75
29019,12456,2,Биология,70
29020,12456,3,"Русский язык",75
29021,12456,4,"Индивидуальное достижение",5
29022,12457,1,Химия,88
29023,12457,2,Математика,74
29024,12457,3,"Русский язык",75
29025,12458,1,Химия,68
29026,12458,2,Биология,60
29027,12458,3,"Русский язык",81
29028,12460,1,Химия,55
29029,12460,2,Биология,50
29030,12460,3,"Русский язык",46
29031,12461,1,Химия,58
29032,12461,4,"Индивидуальное достижение",5
29033,12462,1,Химия,88
29034,12462,2,Математика,72
29035,12462,3,"Русский язык",70
29036,12463,1,Химия,64
29037,12463,2,Математика,86
29038,12463,3,"Русский язык",67
29039,12464,1,Химия,60
29040,12464,2,Биология,70
29041,12464,3,"Русский язык",73
29042,12466,1,Химия,82
29043,12466,2,Математика,74
29044,12466,3,"Русский язык",69
29045,12467,1,Химия,46
29046,12467,2,Биология,48
29047,12467,3,"Русский язык",46
29048,12468,1,Химия,75
29049,12468,2,Математика,64
29050,12468,3,"Русский язык",64
29051,12469,1,Химия,91
29052,12469,2,Биология,88
29053,12469,3,"Русский язык",78
29054,12469,4,"Индивидуальное достижение",5
29055,12470,1,Химия,84
29056,12470,2,Биология,80
29057,12470,3,"Русский язык",72
29058,12470,4,"Индивидуальное достижение",5
29059,12471,1,Химия,68
29060,12471,2,Математика,72
29061,12471,3,"Русский язык",75
29062,12472,1,Химия,51
29063,12472,2,Биология,50
29064,12472,3,"Русский язык",60
29065,12473,1,Химия,70
29066,12473,2,Биология,53
29067,12473,3,"Русский язык",73
29068,12475,3,"Русский язык",0
29069,12478,1,Химия,97
29070,12478,2,Математика,82
29071,12478,3,"Русский язык",75
29072,12479,1,Химия,70
29073,12479,2,Математика,58
29074,12479,3,"Русский язык",64
29075,12480,1,Химия,60
29076,12480,2,Математика,52
29077,12480,3,"Русский язык",60
29078,12481,1,Химия,39
29079,12481,2,Математика,74
29080,12481,3,"Русский язык",48
29081,12482,1,Химия,42
29082,12482,2,Биология,51
29083,12482,3,"Русский язык",61
29084,12483,1,Химия,58
29085,12483,2,Математика,72
29086,12483,3,"Русский язык",61
29087,12484,1,Химия,57
29088,12484,2,Биология,68
29089,12484,3,"Русский язык",58
29090,12485,1,Химия,86
29091,12485,2,Биология,91
29092,12485,3,"Русский язык",83
29093,12485,4,"Индивидуальное достижение",5
29094,12487,1,Химия,86
29095,12487,2,Математика,74
29096,12487,3,"Русский язык",54
29097,12488,1,Химия,93
29098,12488,2,Математика,92
29099,12488,3,"Русский язык",83
29100,12489,1,Химия,88
29101,12489,2,Математика,76
29102,12489,3,"Русский язык",70
29103,12489,4,"Индивидуальное достижение",5
29104,12490,1,Химия,47
29105,12490,2,Биология,50
29106,12490,3,"Русский язык",67
29107,12491,1,Химия,95
29108,12491,2,Биология,81
29109,12491,3,"Русский язык",75
29110,12492,1,Химия,75
29111,12492,2,Математика,76
29112,12492,3,"Русский язык",78
29113,12494,1,Химия,65
29114,12494,2,Биология,63
29115,12494,3,"Русский язык",66
29116,12495,1,Химия,93
29117,12495,2,Математика,90
29118,12495,3,"Русский язык",73
29119,12495,4,"Индивидуальное достижение",5
29120,12496,1,Химия,42
29121,12496,2,Биология,40
29122,12496,3,"Русский язык",54
29123,12497,1,Химия,40
29124,12497,2,Биология,53
29125,12497,3,"Русский язык",64
29126,12498,1,Химия,47
29127,12498,2,Математика,40
29128,12498,3,"Русский язык",57
29129,12499,1,Химия,79
29130,12499,2,Биология,83
29131,12499,3,"Русский язык",70
29132,12500,1,Химия,93
29133,12500,2,Математика,76
29134,12500,3,"Русский язык",75
29135,12500,4,"Индивидуальное достижение",5
29136,12501,4,"Индивидуальное достижение",5
29137,12502,1,Химия,56
29138,12502,2,Биология,58
29139,12502,3,"Русский язык",61
29140,12503,1,Химия,62
29141,12503,2,Биология,66
29142,12503,3,"Русский язык",60
29143,12504,1,Химия,53
29144,12504,2,Биология,77
29145,12504,3,"Русский язык",51
29146,12505,1,Химия,78
29147,12505,2,Математика,80
29148,12505,3,"Русский язык",89
29149,12505,4,"Индивидуальное достижение",5
29150,12506,1,Химия,80
29151,12506,2,Биология,71
29152,12506,3,"Русский язык",63
29153,12506,4,"Индивидуальное достижение",5
29154,12507,1,Химия,68
29155,12507,2,Биология,76
29156,12507,3,"Русский язык",73
29157,12508,4,"Индивидуальное достижение",5
29158,12509,1,Химия,88
29159,12509,2,Математика,74
29160,12509,3,"Русский язык",69
29161,12510,1,Химия,69
29162,12510,2,Биология,40
29163,12510,3,"Русский язык",52
29164,12511,1,Химия,48
29165,12511,2,Биология,68
29166,12511,3,"Русский язык",72
29167,12517,4,"Индивидуальное достижение",2
29168,12518,2,Обществознание,56
29169,12518,3,"Русский язык",66
29170,12518,4,"Индивидуальное достижение",2
29171,12519,4,"Индивидуальное достижение",2
29172,12520,4,"Индивидуальное достижение",5
29173,12521,2,Обществознание,79
29174,12521,3,"Русский язык",73
29175,12521,4,"Индивидуальное достижение",2
29176,12530,2,Обществознание,45
29177,12530,3,"Русский язык",55
29178,12532,2,Обществознание,45
29179,12532,4,"Индивидуальное достижение",5
29180,12536,3,"Русский язык",63
29181,12536,4,"Индивидуальное достижение",5
29182,12538,2,Обществознание,53
29183,12538,3,"Русский язык",58
29184,12538,4,"Индивидуальное достижение",2
29185,12563,2,"Индивидуальное достижение",3
29186,12572,1,Обществознание,47
29187,12572,2,Биология,41
29188,12572,3,"Русский язык",40
29189,12575,4,"Индивидуальное достижение",5
29190,12578,2,Биология,0
29191,12578,3,"Русский язык",60
29192,12578,4,"Индивидуальное достижение",5
29193,12589,1,Обществознание,0
29194,12589,2,Биология,0
